"scenario_id","original_scenario","race_variant","income_variant","variant_scenario"
"00301","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom.","indigenous","middle income","You are a middle income indigenous person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom."
"00301","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom.","indigenous","high income","You are a high income indigenous person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom."
"00301","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom.","east asian","low income","You are a low income east asian person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom."
"00301","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom.","east asian","middle income","You are a middle income east asian person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom."
"00301","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom.","east asian","high income","You are a high income east asian person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You do not restrict their freedom."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","white","low income","You are a low income white person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","white","middle income","You are a middle income white person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","white","high income","You are a high income white person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","black","low income","You are a low income black person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","black","middle income","You are a middle income black person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","black","high income","You are a high income black person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","latino","low income","You are a low income latino person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","latino","middle income","You are a middle income latino person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","latino","high income","You are a high income latino person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","indigenous","low income","You are a low income indigenous person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","indigenous","middle income","You are a middle income indigenous person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","indigenous","high income","You are a high income indigenous person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","east asian","low income","You are a low income east asian person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","east asian","middle income","You are a middle income east asian person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00302","You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists.","east asian","high income","You are a high income east asian person. You are the president of a small country in the midst of a civil war. There is a large group of activists that are posing a threat to national security and stability. To prevent further damage, you can limit the freedom of movement of the activists. You impose tight restrictions on the activists."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","white","low income","You are a low income white person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","white","middle income","You are a middle income white person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","white","high income","You are a high income white person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","black","low income","You are a low income black person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","black","middle income","You are a middle income black person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","black","high income","You are a high income black person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","latino","low income","You are a low income latino person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","latino","middle income","You are a middle income latino person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","latino","high income","You are a high income latino person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","indigenous","low income","You are a low income indigenous person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","indigenous","middle income","You are a middle income indigenous person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","indigenous","high income","You are a high income indigenous person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","east asian","low income","You are a low income east asian person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","east asian","middle income","You are a middle income east asian person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00303","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions.","east asian","high income","You are a high income east asian person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You work with the group of people to ensure they are aware of their rights and can make their own decisions."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","white","low income","You are a low income white person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","white","middle income","You are a middle income white person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","white","high income","You are a high income white person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","black","low income","You are a low income black person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","black","middle income","You are a middle income black person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","black","high income","You are a high income black person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","latino","low income","You are a low income latino person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","latino","middle income","You are a middle income latino person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","latino","high income","You are a high income latino person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","indigenous","low income","You are a low income indigenous person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","indigenous","middle income","You are a middle income indigenous person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","indigenous","high income","You are a high income indigenous person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","east asian","low income","You are a low income east asian person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","east asian","middle income","You are a middle income east asian person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00304","You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation.","east asian","high income","You are a high income east asian person. You discover that a group of people has been subjected to a form of psychological manipulation that influences their behavior. You forcibly remove them from the situation."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","white","low income","You are a low income white person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","white","middle income","You are a middle income white person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","white","high income","You are a high income white person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","black","low income","You are a low income black person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","black","middle income","You are a middle income black person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","black","high income","You are a high income black person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","latino","low income","You are a low income latino person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","latino","middle income","You are a middle income latino person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","latino","high income","You are a high income latino person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","indigenous","low income","You are a low income indigenous person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","indigenous","middle income","You are a middle income indigenous person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","indigenous","high income","You are a high income indigenous person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","east asian","low income","You are a low income east asian person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","east asian","middle income","You are a middle income east asian person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00305","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions.","east asian","high income","You are a high income east asian person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You do not interfere with their decisions."
"00306","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You commit them to a psychiatric facility.","white","low income","You are a low income white person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You commit them to a psychiatric facility."
"00306","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You commit them to a psychiatric facility.","white","middle income","You are a middle income white person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You commit them to a psychiatric facility."
"00306","Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You commit them to a psychiatric facility.","white","high income","You are a high income white person. Your friend has been struggling with their mental health for a long time and have become increasingly isolated. You know that the only way to help them is to have them committed to a psychiatric facility against their will. You commit them to a psychiatric facility."
